id,carat,cut,color,clarity,depth,table,x,y,z,price
6644,0.54,Premium,D,SI2,62.6,58.0,5.2,5.17,3.25,1369
62767,0.73,Very Good,E,SI2,59.1,63.0,5.88,5.82,3.46,2776
94715,0.31,Ideal,G,SI2,62.3,55.0,4.33,4.36,2.71,408
14334,0.95,Good,E,SI1,62.3,58.0,6.26,6.29,3.9,4642
79818,0.75,Premium,H,VS2,61.2,58.0,5.87,5.9,3.59,2800
25525,1.2,Premium,I,SI1,62.2,57.0,6.78,6.76,4.22,5712
70130,2.01,Ideal,I,VS2,61.2,57.0,8.19,8.12,4.98,16960
61114,0.31,Very Good,G,VVS2,63.0,56.0,4.33,4.38,2.74,707
76234,1.24,Ideal,G,VS1,62.8,55.0,6.8,6.85,4.28,8959
35618,0.31,Good,I,VS1,63.4,59.0,4.28,4.29,2.72,472
63344,1.28,Ideal,G,VS2,61.9,56.0,6.93,6.96,4.3,8190
84748,0.71,Ideal,F,SI1,62.8,57.0,5.61,5.56,3.51,2147
60815,1.01,Good,H,SI1,60.8,61.0,6.44,6.49,3.94,4106
28302,1.22,Premium,H,SI1,62.0,58.0,6.88,6.83,4.25,6485
46754,0.32,Premium,G,VS2,62.3,58.0,4.38,4.34,2.72,720
99134,0.41,Ideal,E,VS1,62.7,54.0,4.76,4.74,2.97,999
37228,0.51,Ideal,F,VS1,60.9,57.0,5.18,5.21,3.15,1845
50626,0.3,Premium,D,VS2,62.3,59.0,4.26,4.29,2.66,710
92617,0.7,Ideal,E,SI1,61.0,56.0,5.74,5.78,3.5,2575
14908,1.71,Premium,H,VS2,62.2,58.0,7.67,7.64,4.75,12816
74842,0.71,Ideal,E,VS2,62.0,57.0,5.72,5.76,3.56,3229
64286,1.05,Ideal,G,VVS2,61.5,57.0,6.52,6.55,4.02,8645
33724,0.9,Ideal,J,VS1,62.0,55.0,6.19,6.22,3.85,3562
41258,1.51,Ideal,G,VS2,62.2,55.0,7.36,7.32,4.57,12308
75403,2.05,Premium,I,SI2,60.8,58.0,8.24,8.17,4.99,16075
93459,1.59,Premium,I,SI1,62.2,58.0,7.49,7.45,4.65,9032
35503,0.32,Ideal,D,SI1,61.5,56.0,4.43,4.4,2.71,709
38437,0.5,Ideal,G,VS1,61.9,56.0,5.07,5.13,3.15,1584
86908,1.1,Ideal,H,SI2,61.8,55.0,6.58,6.63,4.07,4320
50357,0.3,Very Good,I,VVS2,62.9,57.0,4.3,4.33,2.71,526
67914,1.27,Ideal,H,SI1,61.6,56.0,6.98,6.93,4.29,6495
81159,1.24,Premium,J,SI2,60.7,60.0,6.92,6.97,4.23,4197
28901,0.4,Ideal,F,VVS1,62.1,56.0,4.74,4.76,2.94,1257
12391,1.5,Ideal,G,VS1,62.8,55.0,7.27,7.31,4.58,14456
78278,0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.19,3.19,2065
90012,1.03,Premium,F,SI1,61.4,60.0,6.49,6.57,4.01,6471
16103,0.4,Very Good,F,VVS2,63.5,57.0,4.68,4.7,2.98,944
95037,1.02,Premium,D,SI1,63.0,60.0,6.43,6.39,4.04,5557
65901,1.97,Premium,E,SI2,61.9,61.0,8.03,8.1,5.01,16793
2103,2.06,Premium,G,SI2,61.0,59.0,8.26,8.21,5.04,11976
85679,0.4,Ideal,F,SI1,61.0,54.0,4.81,4.78,2.92,992
33457,0.71,Ideal,D,VS1,62.1,55.0,5.76,5.73,3.57,3353
35959,1.01,Fair,J,VS1,64.9,58.0,6.13,6.07,3.95,3886
19259,1.31,Premium,E,SI2,61.6,58.0,6.98,7.04,4.32,7217
71246,0.33,Premium,I,VS1,59.5,62.0,4.5,4.54,2.68,523
81570,0.56,Premium,D,SI1,62.2,58.0,5.28,5.25,3.27,1435
25183,0.32,Premium,I,VS1,62.4,58.0,4.34,4.37,2.72,493
20884,0.56,Premium,D,VS2,59.6,58.0,5.36,5.31,3.19,1915
80764,0.31,Ideal,E,VS2,62.1,56.0,4.34,4.3,2.68,680
66629,0.35,Very Good,H,VS1,63.1,55.0,4.53,4.5,2.86,765
99809,0.51,Ideal,D,VS2,62.6,56.0,5.09,5.13,3.2,1864
90880,0.91,Very Good,H,VS1,63.5,56.0,6.12,6.15,3.91,3822
29063,1.5,Good,H,VS1,59.9,58.0,7.23,7.34,4.36,9720
15899,1.01,Very Good,F,VVS2,63.2,57.0,6.38,6.36,4.02,8928
16544,1.51,Good,J,SI1,63.7,55.0,7.17,7.13,4.56,6274
203,0.5,Good,E,SI1,58.7,61.0,5.2,5.19,3.05,1433
22867,1.5,Premium,G,VS1,60.9,60.0,7.38,7.36,4.48,14180
20324,0.71,Very Good,F,SI1,61.6,60.0,5.73,5.8,3.55,2648
97263,1.0,Very Good,G,SI2,61.8,58.0,6.36,6.41,3.95,4580
99831,0.7,Good,E,SI2,64.3,58.0,5.6,5.65,3.6,2376
37701,0.34,Ideal,F,SI1,61.6,56.0,4.5,4.52,2.78,727
75542,1.07,Very Good,E,VS2,60.6,55.0,6.61,6.67,4.03,9138
24031,0.31,Premium,F,VS2,62.4,58.0,4.32,4.3,2.69,802
43395,1.51,Ideal,I,SI1,62.3,54.0,7.37,7.34,4.58,8574
52198,1.01,Premium,G,VS2,63.0,60.0,6.34,6.3,3.98,4445
73493,1.57,Ideal,G,VS1,62.5,57.0,7.39,7.42,4.62,14709
27526,0.63,Ideal,E,VS2,60.4,56.0,5.59,5.54,3.36,2042
66458,1.71,Ideal,G,VS2,62.2,56.0,7.68,7.61,4.75,15375
65133,0.51,Very Good,G,SI2,62.6,56.0,5.1,5.16,3.21,1038
44948,0.33,Very Good,F,SI1,60.4,58.0,4.48,4.52,2.72,583
37019,1.32,Ideal,F,VS1,62.7,56.0,6.99,7.03,4.38,10968
88031,0.53,Ideal,D,SI2,61.4,57.0,5.19,5.23,3.2,1223
47788,1.04,Premium,G,SI1,62.5,59.0,6.44,6.47,4.04,4530
31709,1.52,Premium,E,SI1,61.1,58.0,7.42,7.39,4.53,11255
78976,1.02,Ideal,F,VS1,61.6,58.0,6.45,6.48,3.97,6441
22588,0.3,Ideal,D,SI1,61.4,55.0,4.33,4.34,2.66,709
93405,1.7,Good,H,SI1,57.9,60.0,7.82,7.86,4.61,12931
12226,0.31,Premium,F,VS2,62.1,59.0,4.35,4.31,2.69,802
51877,0.53,Ideal,D,SI1,61.8,54.0,5.2,5.22,3.22,1875
53442,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.74,2.95,1008
76280,1.0,Very Good,D,I1,62.3,60.0,6.37,6.3,3.95,3838
28453,0.53,Ideal,E,SI2,62.3,54.0,5.17,5.2,3.23,1356
16767,2.18,Premium,H,SI1,62.6,60.0,8.34,8.29,5.19,18275
31455,1.02,Premium,D,VS2,61.3,60.0,6.46,6.41,3.94,7392
7485,0.51,Premium,D,VS2,61.8,58.0,5.11,5.08,3.15,1848
4886,1.2,Premium,F,VS2,62.7,59.0,6.75,6.7,4.22,7911
49522,0.3,Ideal,G,SI1,61.7,56.0,4.32,4.34,2.67,574
72075,0.24,Ideal,G,VS1,61.9,56.0,3.99,4.03,2.48,448
60593,1.71,Ideal,H,VS2,59.7,60.0,7.8,7.82,4.68,13111
84481,0.51,Ideal,F,VS1,61.2,55.0,5.18,5.22,3.18,2083
52953,0.9,Very Good,I,VS1,62.0,57.0,6.16,6.19,3.83,4303
27216,0.73,Ideal,F,VS1,62.7,55.0,5.71,5.75,3.59,3261
21839,1.21,Ideal,I,VS2,61.7,56.0,6.8,6.78,4.19,5405
43307,1.09,Premium,F,SI2,60.6,59.0,6.63,6.59,4.02,4990
41609,0.34,Premium,I,SI1,60.0,58.0,4.55,4.51,2.71,536
6859,0.25,Ideal,H,VS1,61.6,56.0,4.02,4.06,2.48,452
76509,0.77,Very Good,E,SI1,58.0,60.0,6.06,6.09,3.57,2871
67165,0.33,Ideal,D,VS1,62.1,56.0,4.4,4.44,2.75,752
10625,0.31,Very Good,G,VS2,62.5,60.0,4.31,4.39,2.72,544
33722,0.55,Ideal,F,VS2,61.7,56.0,5.32,5.27,3.27,2290
40172,0.33,Premium,E,SI1,62.2,58.0,4.37,4.39,2.72,743
64551,1.01,Premium,I,SI1,61.8,58.0,6.43,6.39,3.95,4558
38712,0.3,Very Good,I,SI1,63.0,57.0,4.24,4.27,2.68,394
95913,0.9,Ideal,G,SI1,63.0,57.0,6.0,6.06,3.8,3847
16999,1.04,Ideal,I,SI1,62.0,56.0,6.57,6.52,4.04,3936
60935,0.8,Premium,E,SI1,62.9,57.0,5.94,5.88,3.72,3084
51727,0.41,Ideal,F,VS1,61.1,55.0,4.79,4.82,2.94,1076
32821,0.41,Ideal,I,SI1,62.8,57.0,4.73,4.71,2.96,876
39178,1.2,Premium,G,VS2,59.3,60.0,6.99,6.94,4.13,6441
59049,1.06,Ideal,I,SI2,62.2,55.0,6.52,6.55,4.05,3767
84811,1.06,Ideal,G,VS1,61.6,57.0,6.55,6.59,4.04,7806
56233,0.3,Ideal,E,SI1,61.8,55.0,4.33,4.36,2.68,499
99017,1.01,Very Good,F,SI2,62.9,58.0,6.36,6.43,4.02,4898
87796,1.2,Ideal,G,VS1,62.7,56.0,6.75,6.82,4.25,8639
44516,0.51,Ideal,I,VS2,61.1,55.0,5.17,5.2,3.17,1336
66025,0.3,Ideal,H,SI2,61.9,55.0,4.29,4.33,2.67,376
45913,1.01,Premium,F,SI1,62.3,60.0,6.4,6.43,3.99,5739
81471,0.7,Very Good,H,VS1,59.4,58.0,5.74,5.78,3.42,2426
76674,1.03,Ideal,F,SI2,61.1,56.0,6.56,6.51,3.98,4274
17374,0.3,Ideal,D,VS1,61.4,54.0,4.31,4.36,2.66,742
76502,1.06,Ideal,G,SI1,62.0,55.0,6.55,6.52,4.05,5166
97017,1.16,Ideal,F,SI1,61.3,55.0,6.74,6.77,4.15,5785
77241,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.38,2.72,561
35740,0.5,Ideal,H,VS1,61.2,55.0,5.11,5.15,3.14,1636
34693,0.39,Ideal,G,VS1,61.9,55.0,4.69,4.71,2.91,891
35710,1.03,Very Good,H,SI1,62.0,59.0,6.41,6.53,4.01,4128
35931,0.32,Ideal,J,IF,61.5,57.0,4.39,4.42,2.71,561
86598,0.9,Ideal,I,VS2,61.4,55.0,6.22,6.27,3.81,3115
19996,0.7,Ideal,G,VS1,61.5,55.0,5.72,5.74,3.52,3027
41003,0.35,Ideal,E,VS2,61.4,55.0,4.59,4.57,2.81,716
89791,1.61,Premium,I,VS2,62.0,58.0,7.54,7.51,4.67,7550
63972,1.21,Ideal,G,VS2,61.0,57.0,6.92,6.86,4.2,8476
44386,1.72,Ideal,H,VS2,61.5,57.0,7.71,7.74,4.75,13157
20176,0.71,Ideal,I,SI1,61.6,56.0,5.73,5.77,3.54,2201
77299,0.37,Premium,E,VS2,60.2,60.0,4.66,4.68,2.81,829
11577,0.32,Ideal,G,VS1,61.7,54.0,4.42,4.39,2.72,828
58847,1.01,Very Good,D,SI1,62.0,56.0,6.41,6.45,4.0,6068
59197,0.33,Ideal,G,VS1,62.0,56.0,4.4,4.45,2.75,666
32172,0.34,Premium,I,IF,60.3,58.0,4.51,4.54,2.73,754
68975,1.01,Good,H,VS2,63.1,59.0,6.38,6.35,4.01,4801
34660,0.33,Ideal,E,VS2,61.8,55.0,4.42,4.45,2.74,723
16633,1.0,Ideal,D,VS2,62.6,57.0,6.39,6.32,3.98,6190
64712,1.23,Premium,F,VVS1,60.5,60.0,6.97,6.9,4.19,10809
21639,1.31,Ideal,G,VS1,63.0,56.0,7.0,6.92,4.4,10071
99943,0.4,Premium,F,VVS1,61.7,58.0,4.72,4.7,2.91,1312
54319,0.35,Ideal,H,VS2,62.0,54.0,4.53,4.56,2.81,568
78542,0.71,Ideal,F,SI1,61.7,58.0,5.71,5.74,3.53,2744
44535,0.34,Ideal,F,VS2,62.1,55.0,4.48,4.52,2.79,880
55612,0.7,Ideal,H,SI1,62.2,56.0,5.72,5.66,3.54,2398
17889,0.3,Ideal,H,VS1,62.5,55.0,4.27,4.33,2.69,541
89211,1.41,Very Good,H,SI1,62.8,57.0,7.14,7.1,4.47,7560
670,0.33,Ideal,H,IF,61.7,56.0,4.45,4.48,2.76,891
14683,1.14,Good,F,SI1,64.2,58.0,6.65,6.52,4.22,6448
48008,1.21,Ideal,F,VS1,62.2,56.0,6.85,6.82,4.25,9625
47664,0.32,Ideal,E,VVS1,61.3,55.0,4.42,4.45,2.72,1020
42239,2.01,Premium,H,SI1,62.7,59.0,8.03,7.99,5.03,17604
9277,1.5,Very Good,H,VS2,61.8,58.0,7.24,7.21,4.47,10285
33665,0.3,Ideal,I,VVS1,61.5,57.0,4.32,4.34,2.66,552
68842,0.5,Premium,E,VS2,62.0,58.0,5.12,5.09,3.16,2033
95179,0.7,Very Good,D,SI1,62.4,58.0,5.64,5.67,3.53,2570
8026,1.14,Premium,F,VS1,59.5,58.0,6.83,6.78,4.04,8442
93305,1.59,Very Good,J,SI1,62.8,59.0,7.43,7.47,4.67,8576
2890,1.54,Ideal,J,VS2,60.9,56.0,7.49,7.45,4.56,8173
87923,1.73,Premium,F,SI1,61.3,59.0,7.67,7.64,4.69,13132
24123,0.32,Ideal,F,VS2,61.6,55.0,4.41,4.42,2.72,828
96709,0.32,Ideal,E,SI1,59.4,57.0,4.48,4.54,2.67,524
27197,0.71,Ideal,I,VVS2,62.1,54.0,5.71,5.75,3.56,2672
79930,0.41,Ideal,D,SI2,62.8,57.0,4.73,4.7,2.96,827
95672,0.56,Ideal,E,SI1,62.3,57.0,5.28,5.24,3.27,1576
22335,0.81,Ideal,E,SI1,61.9,56.0,5.98,5.95,3.69,3326
73933,0.7,Very Good,F,VS2,61.4,59.0,5.64,5.68,3.48,2682
79698,1.01,Very Good,D,SI1,63.5,57.0,6.39,6.33,4.03,6112
26946,2.03,Ideal,G,SI2,62.4,60.0,8.07,8.14,5.05,15948
91881,1.51,Premium,D,SI2,62.3,59.0,7.27,7.2,4.5,9425
33402,1.07,Ideal,F,VS2,61.2,57.0,6.6,6.65,4.05,6692
45276,1.0,Very Good,D,SI2,61.8,56.0,6.31,6.37,3.91,3587
87999,0.56,Premium,I,SI2,61.5,58.0,5.26,5.34,3.25,1193
49683,1.3,Ideal,F,VS2,62.2,55.0,7.06,7.0,4.37,9598
2382,0.43,Premium,G,IF,60.8,58.0,4.89,4.91,2.98,1433
90101,1.0,Ideal,F,SI1,61.5,57.0,6.37,6.43,3.94,5455
98271,0.73,Ideal,G,SI1,62.6,54.0,5.73,5.78,3.6,2583
6476,1.21,Ideal,H,VS1,60.3,57.0,6.91,6.94,4.16,7623
47937,0.32,Ideal,E,SI1,61.9,55.0,4.38,4.35,2.7,720
36945,0.3,Ideal,G,VS2,61.3,57.0,4.32,4.28,2.64,565
37548,0.34,Ideal,D,VS2,62.3,55.0,4.52,4.51,2.81,1033
76848,0.3,Very Good,G,VVS2,62.9,56.0,4.31,4.33,2.72,684
11064,0.3,Ideal,H,IF,62.6,56.0,4.27,4.29,2.68,796
25307,1.21,Ideal,F,VS1,61.6,57.0,6.84,6.88,4.23,10052
76067,0.38,Ideal,D,VS2,61.9,57.0,4.64,4.62,2.87,1066
38759,0.33,Ideal,F,VVS2,61.2,56.0,4.44,4.46,2.73,694
55480,1.67,Premium,I,SI1,62.4,58.0,7.6,7.55,4.73,10138
92910,1.51,Good,H,VS2,63.7,59.0,7.28,7.31,4.63,10333
2763,0.51,Very Good,E,SI1,59.9,63.0,5.14,5.17,3.1,1330
51717,1.09,Premium,H,SI1,60.9,59.0,6.58,6.68,4.04,5247
2581,0.3,Ideal,G,VVS2,62.2,56.0,4.27,4.29,2.66,672
77535,1.03,Premium,E,VS2,59.4,59.0,6.59,6.63,3.92,6734
41153,0.27,Ideal,E,VS1,60.3,57.0,4.2,4.24,2.55,470
51759,0.44,Ideal,G,VVS1,61.1,57.0,4.91,4.94,3.02,1179
43442,0.32,Premium,E,VS2,60.5,58.0,4.43,4.46,2.69,702
23185,0.4,Ideal,H,VVS1,61.1,57.0,4.75,4.8,2.92,1094
42215,0.34,Very Good,F,VS2,63.2,58.0,4.48,4.44,2.83,880
34872,0.43,Very Good,D,SI2,62.9,57.0,4.77,4.8,3.02,859
37405,0.7,Premium,E,SI2,62.7,59.0,5.63,5.67,3.54,2079
96325,1.5,Very Good,H,SI1,62.4,59.0,7.29,7.33,4.55,8870
69300,0.4,Ideal,F,VS1,60.8,57.0,4.78,4.74,2.9,948
4234,0.59,Ideal,H,VS1,62.0,55.0,5.38,5.42,3.34,1781
4994,0.55,Premium,D,SI1,59.6,60.0,5.31,5.36,3.16,1764
94636,0.53,Ideal,G,VS1,62.0,55.0,5.19,5.16,3.21,1664
49810,1.0,Premium,G,VS2,62.8,61.0,6.4,6.34,3.99,5799
4434,0.7,Good,D,SI1,63.8,61.0,5.57,5.61,3.56,2239
11676,1.5,Premium,H,VS2,61.6,58.0,7.33,7.34,4.52,10754
717,2.06,Premium,H,SI1,59.4,61.0,8.38,8.29,4.91,18242
72309,1.03,Premium,E,VS2,62.4,58.0,6.48,6.45,4.04,6722
43954,1.69,Very Good,I,SI1,62.6,58.0,7.56,7.61,4.74,9979
97979,1.09,Ideal,E,SI1,62.2,56.0,6.65,6.59,4.12,5553
76274,1.22,Premium,J,SI2,62.0,59.0,6.79,6.83,4.23,4650
27048,0.54,Ideal,E,SI1,60.0,57.0,5.28,5.32,3.19,1364
14671,0.54,Premium,D,SI1,60.2,60.0,5.21,5.28,3.17,1557
33272,0.7,Premium,D,VS2,61.9,59.0,5.68,5.64,3.51,3841
59191,0.8,Ideal,G,SI1,61.5,55.0,5.96,5.99,3.67,2496
51831,0.41,Ideal,D,VS1,62.1,57.0,4.76,4.75,2.95,830
42056,0.33,Very Good,G,VS1,61.4,56.0,4.46,4.48,2.74,854
9359,0.4,Ideal,F,VVS2,61.3,56.0,4.67,4.7,2.88,982
30075,0.52,Ideal,G,VVS2,62.0,56.0,5.16,5.18,3.2,1935
47897,1.01,Premium,H,VS2,59.6,59.0,6.58,6.56,3.92,5416
10655,0.9,Ideal,F,SI1,62.0,56.0,6.2,6.14,3.81,3437
30698,0.51,Premium,F,SI1,60.4,59.0,5.22,5.18,3.14,1269
36468,0.96,Ideal,H,VS1,62.4,55.0,6.29,6.24,3.9,4466
40142,0.72,Very Good,E,VS2,62.5,57.0,5.71,5.74,3.58,2845
32130,0.41,Very Good,E,IF,62.8,55.0,4.74,4.77,2.98,1229
50940,1.52,Ideal,D,VS2,61.2,57.0,7.36,7.39,4.51,14817
65048,0.31,Premium,G,SI1,62.6,58.0,4.32,4.3,2.7,593
39082,0.92,Premium,E,SI2,62.9,58.0,6.17,6.22,3.89,3920
12816,0.51,Ideal,G,VS1,61.7,56.0,5.15,5.18,3.18,1721
36413,0.3,Ideal,G,VS1,61.1,56.0,4.32,4.36,2.65,605
192,0.34,Ideal,D,SI1,62.0,55.0,4.46,4.5,2.77,593
90932,1.02,Premium,H,SI1,62.7,58.0,6.46,6.43,4.04,4740
30009,0.3,Ideal,G,SI1,62.7,57.0,4.28,4.25,2.67,431
99047,0.32,Ideal,G,IF,61.8,55.0,4.41,4.43,2.73,918
15810,0.7,Ideal,H,SI1,62.9,56.0,5.65,5.69,3.56,2368
61744,1.01,Premium,G,SI2,61.9,58.0,6.37,6.31,3.93,4128
58692,1.2,Ideal,H,SI1,62.6,57.0,6.76,6.71,4.21,5980
61510,0.71,Ideal,F,VS1,62.6,55.0,5.69,5.73,3.57,3710
71696,1.43,Good,G,SI1,63.8,61.0,7.18,7.13,4.53,9069
84607,1.06,Ideal,F,VS1,62.0,57.0,6.53,6.47,4.03,7817
37158,1.57,Very Good,H,VS1,60.5,59.0,7.55,7.5,4.56,11764
76700,1.06,Premium,G,VVS2,61.3,58.0,6.54,6.57,4.01,7389
93500,0.31,Premium,D,SI1,62.9,58.0,4.33,4.28,2.71,709
70463,1.51,Ideal,H,VS2,62.0,57.0,7.34,7.29,4.53,11067
28916,0.91,Very Good,E,SI2,63.0,58.0,6.11,6.15,3.87,3209
71088,0.57,Premium,F,VS2,60.4,59.0,5.4,5.37,3.25,1659
10799,0.74,Ideal,H,SI2,62.4,55.0,5.73,5.79,3.6,2240
97014,0.41,Ideal,J,IF,62.5,54.0,4.77,4.79,2.98,870
65774,2.21,Premium,H,SI1,60.6,58.0,8.45,8.35,5.11,17315
12207,0.42,Premium,G,SI1,62.0,59.0,4.77,4.81,2.97,810
99094,0.41,Premium,G,VS1,61.6,58.0,4.67,4.7,2.88,1035
43937,0.35,Premium,G,VS1,61.7,59.0,4.45,4.46,2.74,706
95374,0.42,Premium,F,SI1,62.6,58.0,4.81,4.79,3.0,992
56053,0.9,Very Good,F,SI1,62.6,62.0,6.1,6.13,3.82,3665
5618,0.32,Ideal,I,VVS1,63.0,57.0,4.38,4.36,2.75,709
30049,1.01,Good,G,SI2,64.3,58.0,6.24,6.29,4.02,4159
91057,0.4,Very Good,E,SI1,63.5,57.0,4.69,4.7,2.97,1013
8640,0.52,Ideal,G,VS1,62.0,57.0,5.15,5.13,3.19,1694
80201,0.4,Very Good,D,SI1,63.1,57.0,4.68,4.73,2.97,920
49170,0.26,Ideal,D,VVS2,62.5,56.0,4.12,4.08,2.56,769
36320,0.4,Very Good,E,SI1,63.5,58.0,4.67,4.64,2.96,882
84925,0.71,Ideal,E,SI2,61.9,57.0,5.73,5.68,3.53,2426
85280,1.01,Very Good,F,SI2,60.0,58.0,6.52,6.48,3.88,4099
15534,1.0,Fair,G,VS1,65.3,56.0,6.27,6.2,4.06,7150
8328,1.09,Ideal,G,VS2,61.9,55.0,6.61,6.59,4.09,6435
43370,1.02,Ideal,H,SI2,60.6,59.0,6.5,6.52,3.94,4455
54935,0.33,Ideal,G,IF,62.1,53.0,4.47,4.45,2.77,1052
3453,0.52,Good,I,SI1,63.8,57.0,5.0,5.05,3.2,1097
44942,0.31,Ideal,H,VS2,61.9,57.0,4.38,4.34,2.7,628
47221,0.41,Ideal,F,VVS2,63.0,56.0,4.75,4.7,2.99,1115
49298,0.79,Ideal,G,VS2,61.3,57.0,5.99,5.94,3.66,2968
47861,1.34,Ideal,H,SI2,61.9,55.0,7.07,7.0,4.36,6086
69166,0.32,Very Good,E,SI1,63.1,55.0,4.37,4.38,2.77,516
92365,0.7,Premium,E,VS1,61.1,59.0,5.67,5.71,3.48,2693
46313,1.14,Premium,H,SI2,62.9,59.0,6.62,6.59,4.16,4368
29345,1.7,Good,H,SI2,64.1,58.0,7.6,7.55,4.86,8709
43939,0.71,Ideal,F,SI2,62.1,57.0,5.72,5.68,3.54,2287
90226,0.3,Ideal,E,VS2,61.4,55.0,4.32,4.35,2.66,844
21113,0.35,Ideal,D,SI1,61.8,56.0,4.53,4.55,2.8,794
89037,0.54,Very Good,J,VS2,60.9,55.0,5.22,5.3,3.21,613
41458,1.51,Ideal,H,VS2,62.8,56.0,7.34,7.27,4.58,10927
72617,0.41,Ideal,F,VS2,60.7,56.0,4.82,4.79,2.92,863
30954,0.72,Ideal,I,VS2,61.5,56.0,5.76,5.81,3.55,2400
70269,0.32,Very Good,G,VS1,62.5,55.0,4.42,4.38,2.75,672
99983,0.3,Ideal,H,SI2,61.2,57.0,4.35,4.33,2.66,540
78581,0.35,Ideal,E,VS1,62.1,56.0,4.53,4.55,2.82,858
70293,0.51,Ideal,F,VS1,62.0,56.0,5.11,5.15,3.17,1809
13917,1.02,Very Good,G,VS2,60.9,59.0,6.52,6.57,3.98,6369
44049,0.32,Ideal,E,VS2,60.9,56.0,4.46,4.42,2.7,900
14955,0.73,Ideal,H,VS2,61.6,56.0,5.85,5.79,3.58,2588
41605,0.53,Ideal,E,VS1,61.9,56.0,5.23,5.19,3.23,2035
86465,0.57,Ideal,E,SI1,61.5,56.0,5.3,5.34,3.28,1642
98875,0.7,Ideal,G,VVS1,62.0,56.0,5.68,5.74,3.54,3384
5520,0.71,Ideal,J,SI1,61.4,56.0,5.7,5.77,3.52,1859
54316,1.07,Ideal,H,SI1,62.3,57.0,6.58,6.55,4.08,5363
61934,1.01,Ideal,G,VS2,59.5,55.0,6.6,6.64,3.93,5444
32115,0.32,Ideal,G,IF,60.9,55.0,4.41,4.44,2.7,956
44589,0.42,Ideal,D,VS2,61.8,56.0,4.78,4.83,2.97,910
23199,0.58,Premium,D,SI1,61.5,56.0,5.43,5.35,3.31,1987
93782,0.64,Ideal,I,SI2,62.1,58.0,5.52,5.55,3.43,984
1700,1.14,Ideal,F,VS2,59.4,57.0,6.84,6.79,4.04,8296
93422,0.32,Ideal,D,VS2,61.5,56.0,4.42,4.39,2.71,972
59848,0.23,Very Good,F,VVS2,62.2,54.0,3.97,3.99,2.48,472
51925,1.01,Very Good,H,VS1,61.4,61.0,6.4,6.42,3.94,5383
27518,0.72,Premium,E,VS2,62.6,58.0,5.75,5.67,3.57,2903
6968,0.25,Very Good,F,VVS2,61.1,56.0,4.02,4.03,2.46,575
16322,1.01,Ideal,F,SI1,61.8,56.0,6.49,6.46,3.99,5242
90063,1.11,Ideal,G,VS2,61.3,57.0,6.66,6.7,4.1,7459
95953,0.91,Premium,E,SI2,59.0,60.0,6.31,6.26,3.72,2984
32854,0.34,Very Good,I,SI1,61.2,58.0,4.46,4.49,2.74,466
92420,1.16,Premium,H,SI2,60.4,58.0,6.82,6.78,4.12,4704
92789,0.31,Good,H,VS2,63.7,55.0,4.24,4.27,2.71,489
66197,0.3,Ideal,E,VS2,62.4,55.0,4.3,4.34,2.69,658
56358,1.14,Premium,F,VS2,61.7,59.0,6.68,6.64,4.11,5885
84514,0.7,Ideal,G,SI1,60.9,56.0,5.69,5.72,3.48,2328
96344,0.33,Ideal,G,VVS2,61.7,55.0,4.44,4.48,2.75,752
17413,0.67,Very Good,F,SI1,59.9,61.0,5.65,5.69,3.38,1937
136,1.0,Good,H,SI2,65.3,59.0,6.27,6.21,4.08,4199
23408,1.19,Good,I,VS2,63.7,60.0,6.68,6.73,4.27,5645
30816,0.54,Ideal,D,VS2,60.0,57.0,5.29,5.36,3.21,1822
11087,2.01,Premium,G,SI2,62.4,59.0,8.06,8.01,5.02,12631
84774,0.74,Premium,E,VS2,61.2,59.0,5.81,5.85,3.57,2560
61753,1.21,Premium,I,SI1,61.6,58.0,6.88,6.84,4.22,5779
81257,0.81,Premium,E,SI2,62.4,58.0,5.92,5.89,3.69,2868
66736,0.3,Ideal,D,VVS2,62.2,57.0,4.26,4.29,2.66,814
62061,0.3,Ideal,H,VS2,61.2,55.0,4.34,4.32,2.65,491
91683,1.91,Premium,I,SI1,62.2,60.0,8.01,7.95,4.94,14266
48516,0.34,Premium,E,VS2,59.7,58.0,4.58,4.55,2.72,1013
96837,0.9,Ideal,J,SI1,61.3,55.0,6.22,6.25,3.82,3690
71832,0.77,Ideal,E,VS2,61.3,57.0,5.91,5.95,3.64,3293
69463,1.01,Very Good,E,VS2,59.7,61.0,6.59,6.56,3.92,6563
14387,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.3,2.65,814
26489,1.01,Premium,D,SI1,60.5,60.0,6.48,6.52,3.94,5543
32828,0.7,Ideal,E,SI1,62.3,56.0,5.72,5.74,3.57,2440
57620,0.5,Ideal,H,SI1,61.3,58.0,5.07,5.09,3.11,1140
3606,2.01,Premium,I,SI2,60.8,59.0,8.21,8.15,4.96,14208
21225,1.2,Ideal,E,VS1,61.8,55.0,6.82,6.84,4.22,11530
92471,1.35,Premium,J,VS1,62.2,58.0,7.12,7.03,4.41,5765
35098,0.35,Ideal,E,VS2,61.6,55.0,4.55,4.53,2.8,873
77243,0.55,Ideal,E,VS1,61.4,56.0,5.23,5.29,3.23,2003
2187,0.5,Premium,E,VS2,60.7,61.0,5.16,5.13,3.11,1624
